id,ra_deg,dec_deg,x,y,in_fov,major_arcsec,minor_arcsec,a_pix,b_pix,used
145,114.36,65.6486388888889,801.1201486606028,1186.0271904471376,True,18.0,9.0,8.999999782200005,4.4999998911000025,True
146,114.36666666666666,65.54108333333333,786.0741696485715,798.9926476972787,True,9.0,6.3,4.4999998911000025,3.1499999237700016,True
147,114.36791666666667,65.64636111111112,789.2604946545811,1177.983746067367,True,13.0,7.8,6.499999842700004,3.8999999056200023,True
148,114.37041666666666,65.65580555555556,786.0038863989073,1212.0302173151063,True,124.0,74.39999999999999,61.99999849960004,37.19999909976002,True
149,114.37083333333334,65.62719444444444,784.0084935315624,1109.0477135411077,True,174.0,87.0,86.99999789460006,43.49999894730003,True
150,114.38291666666666,65.58183333333334,763.8443162688577,946.0044592524048,True,22.0,13.2,10.999999733800006,6.599999840280003,True
151,114.38666666666666,65.47847222222222,753.1962684789795,574.015193154476,True,,,,,False
152,114.3925,65.60677777777778,750.8150629865588,1035.9905104973864,True,140.0,98.0,69.99999830600004,48.999998814200026,True
153,114.39333333333333,65.56927777777777,747.7231000934864,901.0202400266254,True,3.0,2.0999999999999996,1.4999999637000008,1.0499999745900004,True
154,114.39416666666666,65.5351111111111,744.7925430471643,778.0489456901084,True,68.0,61.2,33.99999917720002,30.59999925948002,True
155,114.39833333333333,65.54591666666667,739.1181162813341,817.0307738941489,True,171.0,119.69999999999999,85.49999793090005,59.84999855163003,True
156,114.40583333333332,65.53225,727.25711559007,767.9905579018118,True,5.0,2.5,2.4999999395000017,1.2499999697500008,True
157,114.41083333333333,65.58972222222222,722.700021630199,974.9743111292732,True,120.0,84.0,59.999998548000036,41.99999898360002,True
158,114.41166666666666,65.52444444444444,718.1663119924742,740.0148693972608,True,59.0,35.4,29.499999286100017,17.69999957166001,True
159,114.41416666666666,65.61722222222221,719.1330503808804,1074.034110277919,True,61.0,54.9,30.49999926190002,27.449999335710014,True
160,114.41958333333332,65.5616111111111,708.2520768223849,873.9676724198415,True,145.0,101.5,72.49999824550004,50.74999877185003,True
161,114.42875,65.61019444444445,697.1001030159653,1049.0438955923091,True,39.0,27.299999999999997,19.499999528100012,13.649999669670006,True
162,114.43166666666666,65.57405555555555,690.8995597794924,919.0193333481243,True,66.0,33.0,32.99999920140002,16.49999960070001,True
163,114.44916666666666,65.54172222222222,663.149823169709,803.0089083333722,True,89.0,71.2,44.49999892310002,35.59999913848002,True
164,114.45666666666665,65.53999999999999,651.8808848390809,796.9736224815483,True,81.0,64.8,40.499999019900024,32.39999921592002,True
165,114.47,65.57883333333334,634.0974984827463,937.0528934131498,True,105.0,63.0,52.49999872950003,31.499999237700017,True
166,114.49999999999999,65.49861111111112,584.9978743565223,648.9654343588805,True,33.0,23.099999999999998,16.49999960070001,11.549999720490005,True
167,114.50916666666664,65.52411111111111,572.7427570670482,740.9662491256395,True,153.0,137.70000000000002,76.49999814870004,68.84999833383004,True
168,114.51666666666665,65.45766666666667,557.8064656501681,501.97097260801934,True,,,,,False
169,114.52666666666664,65.54677777777778,547.9373087120177,822.9659216198875,True,96.0,57.599999999999994,47.999998838400025,28.799999303040014,True
170,114.53249999999998,65.52841666666667,538.1921028416818,757.0125145695831,True,4.0,2.4,1.999999951600001,1.1999999709600007,True
171,114.54291666666664,65.48444444444445,520.1114089193511,598.9821531289884,True,133.0,106.4,66.49999839070004,53.19999871256003,True
172,114.54333333333332,65.56611111111111,524.2247190622002,892.9537215013067,True,145.0,101.5,72.49999824550004,50.74999877185003,True
173,114.56333333333332,65.50875,491.0545264776589,686.9662907406187,True,15.0,10.5,7.4999998185000045,5.249999872950003,True
174,114.57166666666664,65.48147222222222,476.99380954768003,588.9850758041327,True,6.0,4.800000000000001,2.9999999274000015,2.3999999419200018,True
175,114.61749999999998,65.5095,410.2749115058324,691.0287485681245,True,87.0,60.9,43.49999894730003,30.449999263110016,True
